100000, 0.00000476837158
200000, 0.00000429153442
300000, 0.00000429153442
400000, 0.00000882148743
500000, 0.00000596046448
600000, 0.00000572204590
700000, 0.00000643730164
800000, 0.00000476837158
900000, 0.00000786781311
1000000, 0.00000762939453
1100000, 0.00000739097595
1200000, 0.00000905990601
1300000, 0.00000810623169
1400000, 0.00000524520874
1500000, 0.00000548362732
1600000, 0.00000762939453
1700000, 0.00000977516174
1800000, 0.00000667572021
1900000, 0.00000596046448
2000000, 0.00000739097595
